,Feature,Segment1.Slope,Segment2.Slope,Segment3.Slope,Segment4.Slope,Segment5.Slope,Segment6.Slope,Segment7.Slope,Segment8.Slope,Segment1.Trend,Segment2.Trend,Segment3.Trend,Segment4.Trend,Segment5.Trend,Segment6.Trend,Segment7.Trend,Segment8.Trend,Segment1.Pvalue,Segment2.Pvalue,Segment3.Pvalue,Segment4.Pvalue,Segment5.Pvalue,Segment6.Pvalue,Segment7.Pvalue,Segment8.Pvalue,Breakpoint1,Breakpoint2,Breakpoint3,Breakpoint4,Breakpoint5,Breakpoint6,Breakpoint7,AdjustedR2,X3m_s1.Trend,X3m_s2.Trend,X3m_s3.Trend,X6m_s1.Trend,X6m_s2.Trend,X6m_s3.Trend,X6m_s4.Trend,X9m_s1.Trend,X9m_s2.Trend,X9m_s3.Trend,X9m_s4.Trend,X12m_s1.Trend,X12m_s2.Trend,X12m_s3.Trend,X12m_s4.Trend,X12m_s5.Trend,X15m_s1.Trend,X15m_s2.Trend,X15m_s3.Trend,X15m_s4.Trend,X18m_s1.Trend,X18m_s2.Trend,X18m_s3.Trend,X18m_s4.Trend,X21m_s1.Trend,X21m_s2.Trend,X21m_s3.Trend,X24m_s1.Trend,X24m_s2.Trend,X27m_s1.Trend,X27m_s2.Trend,X27m_s3.Trend
Atp2a1,Atp2a1,13.368,-2005.2,17.314,-0.059707,NA,NA,NA,NA,1,-1,0,0,NA,NA,NA,NA,0.0200547976254713,0.0222341027098446,0.352154203080524,0.321440357675757,NA,NA,NA,NA,6.0362771204193,6.08148021041611,9.10362600976349,NA,NA,NA,NA,0.948164534978879,1,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyz1,Lyz1,-0.46321,100.57,-2865.6,222.15,-1.3553,NA,NA,NA,0,1,-1,0,0,NA,NA,NA,0.37736103084132,0.017797945792568,0.0985046921641412,0.234436738387937,0.294558991195976,NA,NA,NA,12.0312880886832,14.9440550361869,15.2596709369927,18.0818937169934,NA,NA,NA,0.941479446629895,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Cox4i2,Cox4i2,-0.21431,18.079,-642.58,0.13374,NA,NA,NA,NA,0,0,-1,0,NA,NA,NA,NA,0.288601623089244,0.419679468996114,0.0181476474182316,0.29377837070605,NA,NA,NA,NA,12.0133982858508,14.9621007528678,15.0450461043194,NA,NA,NA,NA,0.940283284562059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Epas1,Epas1,-11.918,823.49,-35153,15.373,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,0.226613830189025,0.0193945757535709,0.140347510464679,0.167165439739649,NA,NA,NA,NA,12.0182187280241,14.981033678746,15.0539260900728,NA,NA,NA,NA,0.928403444711135,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tspan7,Tspan7,-3.2118,180.34,-7392.3,806.52,-5.7253,NA,NA,NA,0,0,-1,0,0,NA,NA,NA,0.242692752073743,0.430763311070167,0.020128253310527,0.236417763860759,0.193210174257577,NA,NA,NA,11.9498826235107,14.9732443549579,15.3381073759316,18.071174321812,NA,NA,NA,0.922224082548487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Nkd1,Nkd1,-0.3329,46.205,-1798.3,0.56671,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,0.374889589009445,0.0200031942484124,0.166416403216555,0.246427878039429,NA,NA,NA,NA,11.9925459492036,14.9740991491842,15.0520632098414,NA,NA,NA,NA,0.916352138033967,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnf144a,Rnf144a,-1.9689,77.497,-2961.3,0.60216,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,0.22880477999723,0.0201805039227282,0.17216984240497,0.320447270844174,NA,NA,NA,NA,11.8435271546666,14.9733229425923,15.0541832308305,NA,NA,NA,NA,0.912541099338572,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clic5,Clic5,-3.1813,116.54,-4554.4,3.1433,NA,NA,NA,NA,0,1,-1,0,NA,NA,NA,NA,0.227828260564279,0.0215298959400766,0.0977079636572943,0.164251922435764,NA,NA,NA,NA,11.8769079849482,14.9789950914732,15.0611618976312,NA,NA,NA,NA,0.902961600963322,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Icam2,Icam2,-0.9284,93.98,-1584.1,0.59203,NA,NA,NA,NA,0,0,-1,0,NA,NA,NA,NA,0.243027190021625,0.247020218380093,0.0238773954114085,0.244941424116471,NA,NA,NA,NA,11.9414322656611,14.8707506598209,15.0449950885904,NA,NA,NA,NA,0.893669361063806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Mgp,Mgp,-2.2758,150.8,-68847,3.471,NA,NA,NA,NA,0,0,-1,0,NA,NA,NA,NA,0.313960959966262,0.398301307593908,0.0303706944536144,0.1475454296294,NA,NA,NA,NA,11.908799946182,14.9548238823435,14.9615057912188,NA,NA,NA,NA,0.886067902091995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdh5,Cdh5,-3.6069,201.85,-3274.3,-2.058,1.199,NA,NA,NA,0,0,-1,0,0,NA,NA,NA,0.133630785945088,0.359498522205807,0.0337109525267442,0.268261924882361,0.41789424497566,NA,NA,NA,11.9447324325294,14.866139926238,15.0410246416029,21.6419320995065,NA,NA,NA,0.874266512594755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
Thbd,Thbd,-14.816,372.37,-8536.3,3.4383,NA,NA,NA,NA,0,0,-1,0,NA,NA,NA,NA,0.1204550690257,0.325867097848934,0.0282250351970308,0.265956852652135,NA,NA,NA,NA,11.834883401182,14.9184930516442,15.0488681302963,NA,NA,NA,NA,0.866655253203044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Pdlim2,Pdlim2,-0.93028,96.604,-1304.7,0.39628,1.1747,NA,NA,NA,0,0,-1,0,0,NA,NA,NA,0.235026769037086,0.234810624776217,0.0354486964067875,0.376206459793856,0.323981669081454,NA,NA,NA,11.894600789061,14.8309260491169,15.0416369314442,23.1496867096717,NA,NA,NA,0.865031630908168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
Itga8,Itga8,0.14733,60.098,-2894.8,1.0224,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,0.46684116768312,0.0269634186928139,0.178588628645567,0.242041196227261,NA,NA,NA,NA,11.9961863455743,14.9863903264981,15.0525273444303,NA,NA,NA,NA,0.864605748092276,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gata3,Gata3,0.039953,5173.9,-13.005,0.072348,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,0.421326210929409,0.0427318802609131,0.406785642987839,0.435192326279758,NA,NA,NA,NA,15.045660384158,15.053133116781,18.0654388465884,NA,NA,NA,NA,0.864390078924832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Crip2,Crip2,-6.715,261.48,-5696.2,1.3348,NA,NA,NA,NA,0,0,-1,0,NA,NA,NA,NA,0.16842209030821,0.318429959838963,0.0293596062966685,0.345682656153877,NA,NA,NA,NA,11.9150399527919,14.9088193031011,15.0448461042553,NA,NA,NA,NA,0.847050189085791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Tspan9,Tspan9,-5.9153,77.635,-2908.7,2.0676,NA,NA,NA,NA,0,0,-1,0,NA,NA,NA,NA,0.119957382669646,0.401424265858229,0.0355484411499284,0.177637944961752,NA,NA,NA,NA,11.9042317751232,14.9732457076872,15.0525372579284,NA,NA,NA,NA,0.842873326881094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
Myzap,Myzap,-1.1282,79.75,-14749,0.017653,NA,NA,NA,NA,0,0,-1,0,NA,NA,NA,NA,0.252348782429763,0.304851279523966,0.0379114625724037,0.490287560916762,NA,NA,NA,NA,11.9422161066772,14.932915313078,14.9484528741443,NA,NA,NA,NA,0.837247374508298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sema3c,Sema3c,-0.086535,106.43,-4122.7,2.6039,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,0.492359165857648,0.0306653008268337,0.136253559885588,0.231888753945562,NA,NA,NA,NA,11.9421705813031,14.9738322318672,15.0582735798335,NA,NA,NA,NA,0.830583953261302,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irx5,Irx5,-0.053377,6.191,-241.34,14.022,-0.34732,NA,NA,NA,0,0,-1,0,0,NA,NA,NA,0.398947283600387,0.454700864898317,0.0325941599894715,0.390683054923098,0.173461227236885,NA,NA,NA,11.9708163840792,14.9732735120236,15.2134423409189,18.1952091548151,NA,NA,NA,0.82522506421635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Nab2,Nab2,-0.1208,7469.4,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0.323219839396474,0.0373282186870644,NA,NA,NA,NA,NA,NA,26.9936266609732,NA,NA,NA,NA,NA,NA,0.821225512749152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Fgf1,Fgf1,-5.389,84.345,-1942.3,2.4352,NA,NA,NA,NA,-1,0,-1,0,NA,NA,NA,NA,0.086263306111297,0.341523059251187,0.0352139735437936,0.104028874096027,NA,NA,NA,NA,11.6966627214053,14.9102463832514,15.0442526700548,NA,NA,NA,NA,0.819300015503966,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
Tbx3,Tbx3,2.305,-28.128,43.377,-4015.7,1.2893,NA,NA,NA,0,0,1,0,0,NA,NA,NA,0.289539355230184,0.472780382078448,0.0314846816581332,0.11730728437632,0.182483746262587,NA,NA,NA,8.7494186127104,10.8309104177341,15.0136048633789,15.0488039769342,NA,NA,NA,0.818508093210064,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem204,Tmem204,-4.5788,51.683,-2183,1.6163,NA,NA,NA,NA,0,0,-1,0,NA,NA,NA,NA,0.113827297194484,0.409723225477932,0.0346222895152171,0.168162923670089,NA,NA,NA,NA,11.6274164863025,14.972745518048,15.0494331524061,NA,NA,NA,NA,0.817949896533821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
Lipg,Lipg,0.1544,36.59,-652.41,38.74,-0.07299,NA,NA,NA,0,0,-1,0,0,NA,NA,NA,0.3895021265333,0.400743292833149,0.0316657497878377,0.385498464348992,0.45823399510015,NA,NA,NA,11.9511626345908,14.8812317653988,15.209952165566,18.0322148131234,NA,NA,NA,0.813056867480301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Sod3,Sod3,-6.6245,126.87,-5332.9,5.4263,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,0.190418692481175,0.032214476256687,0.132424858224833,0.156701653590696,NA,NA,NA,NA,11.7741635692171,14.9852319537052,15.0634556641521,NA,NA,NA,NA,0.807921929797114,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dusp14,Dusp14,0.4175,8.8172,-382.13,-0.1748,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,0.23255339375836,0.0383763580740754,0.251691189857672,0.276524758412272,NA,NA,NA,NA,11.5916401295571,14.9788757947137,15.0563081315967,NA,NA,NA,NA,0.795407938766407,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Npr1,Npr1,-6.3754,109.62,-1705.8,0.24415,NA,NA,NA,NA,-1,0,-1,0,NA,NA,NA,NA,0.0761962797821693,0.309960656616679,0.0414559825613467,0.411739538302994,NA,NA,NA,NA,11.7972533500452,14.860991431994,15.044666343347,NA,NA,NA,NA,0.787831523596696,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
Afap1l1,Afap1l1,-5.7336,69.832,-7619,1.9379,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,0.150758689495596,0.0380694059706121,0.12062909988831,0.221979607082432,NA,NA,NA,NA,11.392443123708,15.0182170544699,15.0491805501314,NA,NA,NA,NA,0.780509404627158,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Csrp3,Csrp3,-0.22267,8.6914,-335.68,34.033,-0.49046,NA,NA,NA,0,1,0,0,0,NA,NA,NA,0.315841370855057,0.0354852966122302,0.155123546974973,0.348192229255864,0.198555453149162,NA,NA,NA,11.8423575677084,14.9732477707371,15.3265304587653,18.1699869074783,NA,NA,NA,0.77962984395929,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smad6,Smad6,-3.9477,688.98,-1337.4,-0.24998,NA,NA,NA,NA,-1,0,-1,0,NA,NA,NA,NA,0.087960446901971,0.12938839188601,0.0461958438613709,0.400558783662875,NA,NA,NA,NA,11.9976604277437,14.0230706127163,15.0508052974839,NA,NA,NA,NA,0.779343759454836,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
Ramp2,Ramp2,-1.8077,-203.93,47.886,-1682.3,1.952,NA,NA,NA,0,0,0,-1,0,NA,NA,NA,0.360433996543055,0.359436075861837,0.427351257906284,0.0453969362363769,0.184717770628772,NA,NA,NA,8.89532615506737,9.53554122958148,14.9732517782251,15.0659971812396,NA,NA,NA,0.770725868235383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Pdzd2,Pdzd2,-2.5653,57.454,-2044.1,1.3166,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,0.176272787745478,0.0370295171739874,0.167229469808887,0.266818623297611,NA,NA,NA,NA,12.0027179190218,14.9767614121857,15.0615922983254,NA,NA,NA,NA,0.769030034287938,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12734,Gm12734,-0.04418,-20.577,0.0061607,429.27,-42.725,0.10451,NA,NA,0,0,0,1,0,0,NA,NA,0.435137374886309,0.355114238411964,0.478693022204259,0.0475404537421773,0.142912376020806,0.313682147527928,NA,NA,8.97834807235617,9.01080275031067,18.0008035565548,18.2749887961102,21.0446538351174,NA,NA,0.768893652972693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Galnt18,Galnt18,-1.8031,59.706,-1666.2,0.98789,NA,NA,NA,NA,0,0,-1,0,NA,NA,NA,NA,0.220128405517825,0.386375014133852,0.0370595595743881,0.246023887197766,NA,NA,NA,NA,11.9477266347013,14.9388150867516,15.0473500339244,NA,NA,NA,NA,0.76520026499904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Alas1,Alas1,0.30125,-459.35,280.36,-1846.7,0.27,NA,NA,NA,0,0,0,-1,0,NA,NA,NA,0.454148927744044,0.272639106180483,0.165468994407812,0.0395306059567744,0.402140870555516,NA,NA,NA,8.98966473953364,10.1270895256963,14.6347778016061,15.0403086303763,NA,NA,NA,0.756642090114476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
Ldb2,Ldb2,-0.47736,15.497,-1386.9,109.48,-1.3031,NA,NA,NA,0,1,-1,0,0,NA,NA,NA,0.315968590585865,0.0426232432393037,0.085494476653099,0.290192766426558,0.167574394305618,NA,NA,NA,11.9446830582724,15.0213084107916,15.2727647773475,18.1086690656074,NA,NA,NA,0.751073365063136,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Ptprb,Ptprb,-12.177,166.61,-5396.4,0.54836,NA,NA,NA,NA,0,0,-1,0,NA,NA,NA,NA,0.158643412269507,0.424343852919856,0.0471483171557115,0.459407789756361,NA,NA,NA,NA,11.7433034085013,14.966239442823,15.06075076599,NA,NA,NA,NA,0.737335630001605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Ogn,Ogn,-4.2206,250.98,-2031.1,4.8313,-1.3829,NA,NA,NA,0,0,-1,0,0,NA,NA,NA,0.127746312269057,0.202949363498323,0.0480187858568599,0.223020757087844,0.295377168938606,NA,NA,NA,11.911300688365,14.7019035903459,15.0415198174093,20.4391345124252,NA,NA,NA,0.727718404459517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
Mid1,Mid1,3.577,-2.8504,747.39,-2816.9,791.4,-22.142,NA,NA,1,0,1,0,0,0,NA,NA,0.0930089477841482,0.181144048624479,0.0840721292021036,0.126609617463812,0.186260081247732,0.4612536611949,NA,NA,9.23259781666875,17.9548924064496,20.389689246375,21.6835150671801,24.0915569859203,NA,NA,0.71799238807463,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Cxcl12,Cxcl12,-9.56,90.105,-2116.6,-0.30578,NA,NA,NA,NA,-1,0,-1,0,NA,NA,NA,NA,0.0826008644987995,0.394879362751811,0.0648435223835683,0.424403988460688,NA,NA,NA,NA,11.4226652158289,14.9214850947899,15.0434821030904,NA,NA,NA,NA,0.716716660918277,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
Eng,Eng,-29.94,643.66,-7720.4,2.8121,NA,NA,NA,NA,-1,0,-1,0,NA,NA,NA,NA,0.0879154503690434,0.299131407624452,0.0467148549452406,0.349009826007484,NA,NA,NA,NA,11.8324142117871,14.8085356611921,15.0446490547774,NA,NA,NA,NA,0.715954793538035,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Tspan11,Tspan11,-1.622,106,-743.54,0.67176,NA,NA,NA,NA,0,0,-1,0,NA,NA,NA,NA,0.12312577242691,0.170306310392534,0.0513718718653446,0.159000539369164,NA,NA,NA,NA,11.9056533863872,14.6240871394853,15.005633070743,NA,NA,NA,NA,0.715812987888618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
Megf6,Megf6,-1.6672,33.302,-965.77,0.011341,NA,NA,NA,NA,0,0,-1,0,NA,NA,NA,NA,0.178228814402027,0.405186187710916,0.0453770098406599,0.494648123629839,NA,NA,NA,NA,11.7176895987004,14.9447766187701,15.0459003608411,NA,NA,NA,NA,0.712849507708733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Col1a1,Col1a1,-27.241,372.88,-7653.3,3.1036,NA,NA,NA,NA,-1,0,-1,0,NA,NA,NA,NA,0.0914372538017317,0.366095626172306,0.0570451318819954,0.290166908213695,NA,NA,NA,NA,11.6864431400966,14.898762456643,15.0442242588981,NA,NA,NA,NA,0.711668446666607,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
Agpat4,Agpat4,-1.042,15.838,-824.84,0.89399,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,0.203798306848865,0.0442655630205309,0.245419866346155,0.14238052425297,NA,NA,NA,NA,11.595124874735,14.9803313373021,15.0496059029903,NA,NA,NA,NA,0.694716407341561,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13582,Gm13582,0.016975,729.82,-4.6964,-0.060818,NA,NA,NA,NA,0,0,-1,0,NA,NA,NA,NA,0.486197827263409,0.411300968279366,0.054861483161135,0.359878653542276,NA,NA,NA,NA,9.0002048278294,9.02280503025854,12.4537148190896,NA,NA,NA,NA,0.6842360651976,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnf145,Rnf145,-6.2991,340.53,-1363.2,0.38546,3.8931,NA,NA,NA,-1,0,-1,0,0,NA,NA,NA,0.0836619151760744,0.15166429006296,0.0671870397583729,0.437439488181169,0.24656796586296,NA,NA,NA,11.8749708461335,14.4309714463575,15.041800131613,23.4378477732994,NA,NA,NA,0.677371950816294,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
Gm19708,Gm19708,-0.02764,1.9134,-128.78,0.13575,-0.058925,NA,NA,NA,0,1,0,0,0,NA,NA,NA,0.458187066852691,0.0471705122354076,0.285033168819754,0.266725398457957,0.249554989464426,NA,NA,NA,5.99427740649089,8.99268208802436,9.04148564162936,17.5930380662318,NA,NA,NA,0.675306406322923,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm49327,Gm49327,-249.15,0.072554,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA,0.0608428802063078,0.19148392741397,NA,NA,NA,NA,NA,NA,3.0164831716681,NA,NA,NA,NA,NA,NA,0.673655654200148,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpihbp1,Gpihbp1,-3.9688,89.801,-929.13,-0.58606,NA,NA,NA,NA,-1,0,-1,0,NA,NA,NA,NA,0.0908481715456,0.296264025474629,0.0676895181804269,0.248227409569918,NA,NA,NA,NA,11.8455125545405,14.7776087602572,15.0406358029243,NA,NA,NA,NA,0.663672508710977,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
Aplnr,Aplnr,-3.455,142.85,-1045.5,-0.50701,NA,NA,NA,NA,0,0,-1,0,NA,NA,NA,NA,0.139597615385599,0.275865333658069,0.0592524912713964,0.356305359136297,NA,NA,NA,NA,11.8602557970374,14.6862756096291,15.0603989031903,NA,NA,NA,NA,0.660989678886415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
A530020G20Rik,A530020G20Rik,50.097,-1190.6,0.035211,NA,NA,NA,NA,NA,0,-1,0,NA,NA,NA,NA,NA,0.44962571915091,0.0692097514887078,0.418135346547499,NA,NA,NA,NA,NA,5.84883253375005,5.97269624532384,NA,NA,NA,NA,NA,0.660744616279535,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nr3c1,Nr3c1,-5.3892,19.883,-371.37,6.1219,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,0.126337942460403,0.0603731526080303,0.200892222602803,0.0937596089954239,NA,NA,NA,NA,10.9111219523673,17.6931028683443,18.0530207478343,NA,NA,NA,NA,0.655705161799408,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
Ecscr,Ecscr,-0.82984,442.89,-504.59,0.14794,NA,NA,NA,NA,0,0,-1,0,NA,NA,NA,NA,0.151456983624521,0.167856099636706,0.071637000283536,0.367232599777002,NA,NA,NA,NA,12.0176287550442,13.6334897248813,15.0481059042792,NA,NA,NA,NA,0.648695852021493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
Mcam,Mcam,-6.0165,131.33,-1539.9,0.25599,NA,NA,NA,NA,0,0,-1,0,NA,NA,NA,NA,0.103247258993896,0.322089332693664,0.0548605469515865,0.438370789921896,NA,NA,NA,NA,11.7898872628028,14.805711804421,15.0459857889441,NA,NA,NA,NA,0.644730303962448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1415,Olfr1415,0.13328,-986.59,77.498,-322.43,0.0025102,NA,NA,NA,0,0,0,-1,0,NA,NA,NA,0.297175140406567,0.35709237715059,0.172949394298046,0.0635247602387978,0.495700531547068,NA,NA,NA,12.0492052578103,12.2643431651247,17.4378679701348,18.0226722721055,NA,NA,NA,0.644279419719562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0
Adcy4,Adcy4,-1.6508,22.6,-1484.3,320.2,-0.21458,NA,NA,NA,0,1,0,0,0,NA,NA,NA,0.213897807482237,0.0521807365299454,0.136489787505552,0.284975005568124,0.436328861282748,NA,NA,NA,11.4487588756774,15.0006596697149,15.5731176277569,18.0135006039952,NA,NA,NA,0.643290855372926,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Popdc2,Popdc2,-0.087531,17.992,-192.76,0.37024,NA,NA,NA,NA,0,0,-1,0,NA,NA,NA,NA,0.404105196374291,0.324399213367197,0.05594000537482,0.145293432283028,NA,NA,NA,NA,11.9384588437367,14.7941986299662,15.0646371270534,NA,NA,NA,NA,0.641920675852224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
