,Feature,Segment1.Slope,Segment2.Slope,Segment3.Slope,Segment4.Slope,Segment5.Slope,Segment6.Slope,Segment1.Trend,Segment2.Trend,Segment3.Trend,Segment4.Trend,Segment5.Trend,Segment6.Trend,Segment1.Pvalue,Segment2.Pvalue,Segment3.Pvalue,Segment4.Pvalue,Segment5.Pvalue,Segment6.Pvalue,Breakpoint1,Breakpoint2,Breakpoint3,Breakpoint4,Breakpoint5,AdjustedR2,X3m_s1.Trend,X3m_s2.Trend,X3m_s3.Trend,X3m_s4.Trend,X3m_s5.Trend,X6m_s1.Trend,X6m_s2.Trend,X6m_s3.Trend,X6m_s4.Trend,X6m_s5.Trend,X9m_s1.Trend,X9m_s2.Trend,X9m_s3.Trend,X9m_s4.Trend,X9m_s5.Trend,X9m_s6.Trend,X12m_s1.Trend,X12m_s2.Trend,X12m_s3.Trend,X12m_s4.Trend,X12m_s5.Trend,X15m_s1.Trend,X15m_s2.Trend,X15m_s3.Trend,X15m_s4.Trend,X15m_s5.Trend,X15m_s6.Trend,X18m_s1.Trend,X18m_s2.Trend,X18m_s3.Trend,X18m_s4.Trend,X21m_s1.Trend,X21m_s2.Trend,X21m_s3.Trend,X21m_s4.Trend,X21m_s5.Trend,X21m_s6.Trend,X24m_s1.Trend,X24m_s2.Trend,X24m_s3.Trend,X24m_s4.Trend,X27m_s1.Trend,X27m_s2.Trend,X27m_s3.Trend,X27m_s4.Trend
Trim63,Trim63,-28.8128121622739,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,2.10225238514375e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343988610056582,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Amot,Amot,2.25426766840445,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1.05143768809485e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343822589923012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Adipor1,Adipor1,-26.1059860848998,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,1.34694256219427e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343591317904326,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Acsl6,Acsl6,7.6229,-7.6706,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.0841546439018716,0.215599200757339,NA,NA,NA,NA,18.6858308729093,NA,NA,NA,NA,0.343522288005408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thtpa,Thtpa,491.38,-848.83,227.31,-1.5243,NA,NA,0,-1,0,0,NA,NA,0.138334212717111,0.086740333325308,0.235445564355425,0.137520516797317,NA,NA,4.91230635709845,6.62769998389908,9.06855380964186,NA,NA,0.343420274293097,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dram2,Dram2,-8.61861935518891,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,1.32285168250538e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343323352739383,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Fam210a,Fam210a,13.081,-39.839,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,0.145677781524141,0.0830793029765182,NA,NA,NA,NA,17.1078210142575,NA,NA,NA,NA,0.34328390585005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Gm45473,Gm45473,-0.27717,0.98823,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.171513859980569,0.0860085591179215,NA,NA,NA,NA,17.5982869933947,NA,NA,NA,NA,0.342992742924359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Phyh,Phyh,-45.7986557393386,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,3.26097621957254e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.342404945001846,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Hsd17b4,Hsd17b4,-9.7305605689505,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,4.99172187828448e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.342257788918665,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cd209b,Cd209b,1.17696541015524,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1.13482371264584e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.342022350108561,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Aox3,Aox3,2.34849366837753,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1.15361532748802e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.341959815044101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Got2,Got2,-78.2379022083117,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,6.29786866589425e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.341712513187075,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Chst10,Chst10,-0.69442,2.7283,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.205733784013362,0.0977515755938394,NA,NA,NA,NA,16.0039685548666,NA,NA,NA,NA,0.340543042440045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ptprc,Ptprc,-15.807,7.6916,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.203424020642836,0.0657897242167193,NA,NA,NA,NA,7.65825176606033,NA,NA,NA,NA,0.339998381682524,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Casd1,Casd1,-5.33778648040702,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,2.5483727632541e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.339864638308306,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Gm43000,Gm43000,0.690651287192246,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,8.27065590248313e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.339723145507607,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rab22a,Rab22a,-6.26486996323623,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,1.47206570051382e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.339465292218949,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Sqor,Sqor,18.961,-8.6946,NA,NA,NA,NA,1,-1,NA,NA,NA,NA,0.0985755959221166,0.0808622651330283,NA,NA,NA,NA,9.67961222528084,NA,NA,NA,NA,0.339396661147308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Laptm4b,Laptm4b,-8.54553370797204,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,1.42152388405415e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.339269387051706,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Hspa9,Hspa9,29.149,-166.63,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,0.255226264423515,0.0923531667471458,NA,NA,NA,NA,16.5372411373961,NA,NA,NA,NA,0.339236121052703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Gm36070,Gm36070,-0.15509,1.0784,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.329869937025546,0.0910453995299952,NA,NA,NA,NA,15.041390887204,NA,NA,NA,NA,0.339221321345438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gm10687,Gm10687,-35.617,0.50185,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.316234403677266,0.0668519665923729,NA,NA,NA,NA,3.25764508560832,NA,NA,NA,NA,0.339118259315892,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Prdx3,Prdx3,-25.356748859687,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,2.04685899818667e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.339096294963807,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Hrh2,Hrh2,1.27638149472739,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1.87158753927662e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.339049067270664,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gm48665,Gm48665,-0.55969,0.40033,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.144880201392445,0.0793582410844418,NA,NA,NA,NA,9.92700581840689,NA,NA,NA,NA,0.338966967108498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
