,Feature,Segment1.Slope,Segment2.Slope,Segment3.Slope,Segment4.Slope,Segment5.Slope,Segment6.Slope,Segment1.Trend,Segment2.Trend,Segment3.Trend,Segment4.Trend,Segment5.Trend,Segment6.Trend,Segment1.Pvalue,Segment2.Pvalue,Segment3.Pvalue,Segment4.Pvalue,Segment5.Pvalue,Segment6.Pvalue,Breakpoint1,Breakpoint2,Breakpoint3,Breakpoint4,Breakpoint5,AdjustedR2,X3m_s1.Trend,X3m_s2.Trend,X3m_s3.Trend,X3m_s4.Trend,X3m_s5.Trend,X6m_s1.Trend,X6m_s2.Trend,X6m_s3.Trend,X6m_s4.Trend,X6m_s5.Trend,X9m_s1.Trend,X9m_s2.Trend,X9m_s3.Trend,X9m_s4.Trend,X9m_s5.Trend,X9m_s6.Trend,X12m_s1.Trend,X12m_s2.Trend,X12m_s3.Trend,X12m_s4.Trend,X12m_s5.Trend,X15m_s1.Trend,X15m_s2.Trend,X15m_s3.Trend,X15m_s4.Trend,X15m_s5.Trend,X15m_s6.Trend,X18m_s1.Trend,X18m_s2.Trend,X18m_s3.Trend,X18m_s4.Trend,X21m_s1.Trend,X21m_s2.Trend,X21m_s3.Trend,X21m_s4.Trend,X21m_s5.Trend,X21m_s6.Trend,X24m_s1.Trend,X24m_s2.Trend,X24m_s3.Trend,X24m_s4.Trend,X27m_s1.Trend,X27m_s2.Trend,X27m_s3.Trend,X27m_s4.Trend
Slc25a38,Slc25a38,-3.01834449487346,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.00052277878183391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216246022300885,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Gm45854,Gm45854,0.751407174223727,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.00152178331395409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216230512420513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Furin,Furin,-9.16830303992986,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.000951583017888033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21620533483177,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Abhd12,Abhd12,-4.98982743765228,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.000574366327409283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216166052630089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Slamf1,Slamf1,-1.1592,2.9165,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.248542489305926,0.0912358288089585,NA,NA,NA,NA,14.3939104445849,NA,NA,NA,NA,0.216133504623997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Zscan30,Zscan30,0.353400948063886,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.00216060382939422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21607986389877,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gm20768,Gm20768,0.23991996067152,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.0038779153041944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215956675094932,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gm5793,Gm5793,0.17123196993577,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.0637081194631078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215950123069536,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Zfp459,Zfp459,0.464083872482972,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.00118471536682341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215931418818593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mcoln2,Mcoln2,0.615914983138043,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.000883696877554365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215921396697068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Vmn2r4,Vmn2r4,-1.3738,2.5172,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.178958786554657,0.089802773068094,NA,NA,NA,NA,14.94419485123,NA,NA,NA,NA,0.215910840824016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bcs1l,Bcs1l,-3.0006324112884,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.000609560084595506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215907396469864,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Duox2,Duox2,0.458313616465934,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.00131864166861429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215794005227694,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Neurl4,Neurl4,-1.46995129361207,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.0342835190879559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215778482220904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Sccpdh,Sccpdh,-3.38002360407451,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.00385191895471766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215773342285352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Mcfd2,Mcfd2,-6.60083501786797,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.000841854005747582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215765071888125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Rbm43,Rbm43,0.685223044640618,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.0170132397142517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215712576049707,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Star,Star,0.72341144460579,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.0259755783982506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215704574695096,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Xbp1,Xbp1,-14.3095430080881,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.00155822371165641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215527485232687,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Mdm4-ps,Mdm4-ps,0.243215797998734,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.0819759179078693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21540737556441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rragb,Rragb,0.241167238814121,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.0436541932489366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215406631546654,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Pak1,Pak1,0.978565617363392,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.000592986126694659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215376741620732,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gpr158,Gpr158,1.24096022483388,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.000665324534203697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215306124606538,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cd2,Cd2,-0.34634,1.017,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.242480310290826,0.0966553924044032,NA,NA,NA,NA,14.9745136998923,NA,NA,NA,NA,0.215235353677933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4933411E02Rik,4933411E02Rik,0.305709801659142,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.00113173970773662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215195638075965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Wfs1,Wfs1,-15.0061918442125,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.000620592928952443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215128810683286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Nup88,Nup88,-3.98049190869101,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.00257124580900238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215090708966197,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Tmem268,Tmem268,2.7718,-9.0023,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,0.173461227236885,0.0951750927791534,NA,NA,NA,NA,17.5144168629429,NA,NA,NA,NA,0.215047152493987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Rbfa,Rbfa,-4.59139974517613,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.00109072034371294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214927324706208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Gm14979,Gm14979,0.260486643911901,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.010479196351848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214914029734809,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Card9,Card9,211.45,-2.0689,0.28609,NA,NA,NA,1,0,0,NA,NA,NA,0.0966980985120938,0.154761372577816,0.1973348010612,NA,NA,NA,3.05659462101216,10.184807352921,NA,NA,NA,0.214908472077855,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem151a,Tmem151a,-1.30795685549293,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.00112533639831329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214841449992682,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Rtcb,Rtcb,-5.68356347728712,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.00075260670434593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214838480606427,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Hlcs,Hlcs,1.76923703812831,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.0006525278385321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21479862863466,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jup,Jup,-33.0557783505173,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.00062894174754216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214790712143292,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Tert,Tert,-0.44493,1.0836,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.249936350753461,0.0948667269288948,NA,NA,NA,NA,14.3397267953071,NA,NA,NA,NA,0.214772192389745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rxra,Rxra,-3.87286182563082,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.00157009140384375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214767452184384,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Gm39464,Gm39464,0.407779780625318,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.00115011147215823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214666675932562,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cd209d,Cd209d,0.412788727402913,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.007515355011353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21460932164519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hspb1,Hspb1,-41.4512687961262,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.000642955199507405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214578992334477,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Mrfap1,Mrfap1,-12.0264745493876,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.000545886444615109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214473493364137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ptpn11,Ptpn11,34.971,-9.6298,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,0.170887343901137,0.091829824604833,NA,NA,NA,NA,8.05671500388592,NA,NA,NA,NA,0.214422407934723,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Platr10,Platr10,0.202786199772779,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.022678042882871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21435313318387,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gna14,Gna14,0.251224758532651,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.0550496110166957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214318675531335,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Abcg3,Abcg3,0.642691797932815,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.0131488255245239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214257931667923,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Galnt7,Galnt7,1.51811222739184,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.00515961778661682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214236342570195,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sgsm3,Sgsm3,-2.41502646018171,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.00316569578894412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214200741918627,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Pttg1ip,Pttg1ip,-8.1438558456174,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.0024988465051017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214153391335861,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Lce1a1,Lce1a1,0.215404948743095,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.000668567578968769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214068179515356,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fst,Fst,0.719411288934093,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.00135313393832988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214005004695317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Whrn,Whrn,-4.06637880631816,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.00395374798727324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213901500962643,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Serinc2,Serinc2,0.520319171799383,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.00177513191901242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213845855755704,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gm16238,Gm16238,0.237266234808668,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.000556276764774954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213810350342491,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ddost,Ddost,-7.48763837651656,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.000558941699793557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21379776868361,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Xylt1,Xylt1,-1.1254,3.9476,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.185447541061107,0.0957501662864263,NA,NA,NA,NA,17.8253810329449,NA,NA,NA,NA,0.213731092753013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6430710C18Rik,6430710C18Rik,0.302253546684233,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.023593173157818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213628215886822,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
St3gal2,St3gal2,-2.24193782581358,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.0473357363760602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213472686613299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Fbxo30,Fbxo30,9.586,-11.529,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,0.149948220949026,0.0979234822605053,NA,NA,NA,NA,14.5059366244342,NA,NA,NA,NA,0.213448818195156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Apod,Apod,1.60727294095315,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.00057815151218278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213397893377976,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C130026I21Rik,C130026I21Rik,1.27791526610259,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.000962608692144086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213366132603015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gm12080,Gm12080,0.449386415309998,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.00185952241204359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21326834453496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gm13403,Gm13403,0.49216397821319,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.00148868772655843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213196287663034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Wdfy4,Wdfy4,1.9738907397908,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.000658233338657157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213172212724785,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
